Survived,Sex,Age,AgeGroup,Title,Pclass,Fare,FareBand,SibSp,Parch,FamilySize,Embarked
0,male,47.0,Middle,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
0,female,24.0,Adult,Miss,3,7.75,"(-0.001, 7.91]",0,2,3,Q
0,male,37.0,Adult,Mr,2,26.0,"(14.454, 31.0]",1,0,2,S
0,male,36.0,Adult,Mr,3,24.15,"(14.454, 31.0]",1,1,3,S
1,female,29.0,Adult,Miss,2,33.0,"(31.0, 512.329]",0,0,1,S
0,male,49.0,Middle,Mr,3,0.0,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
1,male,49.0,Middle,Rare,1,56.9292,"(31.0, 512.329]",1,0,2,C
1,female,24.0,Adult,Mrs,2,27.0,"(14.454, 31.0]",2,1,4,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,37.0,Adult,Mr,1,42.4,"(31.0, 512.329]",0,0,1,S
0,male,44.0,Middle,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,35.0,Adult,Mr,1,26.55,"(14.454, 31.0]",0,0,1,C
0,male,36.0,Adult,Mr,3,15.55,"(14.454, 31.0]",1,0,2,S
0,male,30.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,male,27.0,Adult,Mr,1,30.5,"(14.454, 31.0]",0,0,1,S
1,female,22.0,Adult,Mrs,2,41.5792,"(31.0, 512.329]",1,2,4,C
1,female,40.0,Adult,Miss,1,153.4625,"(31.0, 512.329]",0,0,1,S
0,female,39.0,Adult,Mrs,3,31.275,"(31.0, 512.329]",1,5,7,S
0,male,24.0,Adult,Mr,3,7.05,"(-0.001, 7.91]",0,0,1,S
1,female,24.0,Adult,Miss,3,15.5,"(14.454, 31.0]",1,0,2,Q
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,35.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Miss,2,65.0,"(31.0, 512.329]",1,2,4,S
0,male,34.0,Adult,Mr,3,14.4,"(7.91, 14.454]",1,1,3,S
0,female,26.0,Adult,Mrs,3,16.1,"(14.454, 31.0]",1,0,2,S
1,female,4.0,Child,Miss,2,39.0,"(31.0, 512.329]",2,1,4,S
0,male,26.0,Adult,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,27.0,Adult,Mr,3,14.4542,"(7.91, 14.454]",1,0,2,C
1,male,42.0,Middle,Mr,1,52.5542,"(31.0, 512.329]",1,0,2,S
1,male,20.0,Teen,Mr,3,15.7417,"(14.454, 31.0]",1,1,3,C
0,male,21.0,Adult,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
0,male,21.0,Adult,Mr,3,16.1,"(14.454, 31.0]",0,0,1,S
0,male,61.0,Senior,Mr,1,32.3208,"(31.0, 512.329]",0,0,1,S
0,male,57.0,Middle,Rare,2,12.35,"(7.91, 14.454]",0,0,1,Q
1,female,21.0,Adult,Miss,1,77.9583,"(31.0, 512.329]",0,0,1,S
0,male,26.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.7333,"(-0.001, 7.91]",0,0,1,Q
1,male,80.0,Senior,Mr,1,30.0,"(14.454, 31.0]",0,0,1,S
0,male,51.0,Middle,Mr,3,7.0542,"(-0.001, 7.91]",0,0,1,S
1,male,32.0,Adult,Rare,1,30.5,"(14.454, 31.0]",0,0,1,C
0,male,37.0,Adult,Mr,1,0.0,"(-0.001, 7.91]",0,0,1,S
0,female,9.0,Child,Miss,3,27.9,"(14.454, 31.0]",3,2,6,S
1,female,28.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,32.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,31.0,Adult,Mr,2,26.25,"(14.454, 31.0]",1,1,3,S
0,female,41.0,Middle,Mrs,3,39.6875,"(31.0, 512.329]",0,5,6,S
0,male,24.0,Adult,Mr,3,16.1,"(14.454, 31.0]",1,0,2,S
0,male,20.0,Teen,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
1,female,24.0,Adult,Miss,1,69.3,"(31.0, 512.329]",0,0,1,C
0,female,2.0,Child,Miss,3,27.9,"(14.454, 31.0]",3,2,6,S
1,male,24.0,Adult,Mr,3,56.4958,"(31.0, 512.329]",0,0,1,S
1,female,0.75,Child,Miss,3,19.2583,"(14.454, 31.0]",2,1,4,C
1,male,48.0,Middle,Mr,1,76.7292,"(31.0, 512.329]",1,0,2,C
0,male,19.0,Teen,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,male,56.0,Middle,Rare,1,35.5,"(31.0, 512.329]",0,0,1,C
0,male,24.0,Adult,Mr,3,7.55,"(-0.001, 7.91]",0,0,1,S
1,female,23.0,Adult,Miss,3,7.55,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,female,18.0,Teen,Miss,2,23.0,"(14.454, 31.0]",0,1,2,S
0,male,21.0,Adult,Mr,3,8.4333,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Miss,3,7.8292,"(-0.001, 7.91]",0,0,1,Q
0,female,18.0,Teen,Miss,3,6.75,"(-0.001, 7.91]",0,0,1,Q
0,male,24.0,Adult,Mr,2,73.5,"(31.0, 512.329]",2,0,3,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,female,32.0,Adult,Mrs,3,15.5,"(14.454, 31.0]",1,1,3,Q
0,male,23.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,58.0,Middle,Mr,1,113.275,"(31.0, 512.329]",0,2,3,C
1,male,50.0,Middle,Rare,1,133.65,"(31.0, 512.329]",2,0,3,S
0,male,40.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
0,male,47.0,Middle,Mr,1,25.5875,"(14.454, 31.0]",0,0,1,S
0,male,36.0,Adult,Mr,3,7.4958,"(-0.001, 7.91]",0,0,1,S
1,male,20.0,Teen,Mr,3,7.925,"(7.91, 14.454]",1,0,2,S
0,male,32.0,Adult,Mr,2,73.5,"(31.0, 512.329]",2,0,3,S
0,male,25.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,male,43.0,Middle,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,37.0,Adult,Mrs,1,52.0,"(31.0, 512.329]",1,0,2,S
1,female,40.0,Adult,Mrs,2,39.0,"(31.0, 512.329]",1,1,3,S
0,male,31.0,Adult,Mr,1,52.0,"(31.0, 512.329]",1,0,2,S
0,male,70.0,Senior,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
1,male,31.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,29.0,Adult,Mr,2,0.0,"(-0.001, 7.91]",0,0,1,S
0,male,18.0,Teen,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,male,24.5,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,18.0,Teen,Miss,3,9.8417,"(7.91, 14.454]",0,0,1,S
0,female,43.0,Middle,Mrs,3,46.9,"(31.0, 512.329]",1,6,8,S
1,male,36.0,Adult,Mr,1,512.3292,"(31.0, 512.329]",0,1,2,C
0,female,24.0,Adult,Miss,3,8.1375,"(7.91, 14.454]",0,0,1,Q
1,male,27.0,Adult,Mr,1,76.7292,"(31.0, 512.329]",0,0,1,C
0,male,20.0,Teen,Mr,3,9.225,"(7.91, 14.454]",0,0,1,S
0,male,14.0,Teen,Mr,3,46.9,"(31.0, 512.329]",5,2,8,S
0,male,60.0,Middle,Mr,2,39.0,"(31.0, 512.329]",1,1,3,S
0,male,25.0,Adult,Mr,2,41.5792,"(31.0, 512.329]",1,2,4,C
0,male,14.0,Teen,Mr,3,39.6875,"(31.0, 512.329]",4,1,6,S
0,male,19.0,Teen,Mr,3,10.1708,"(7.91, 14.454]",0,0,1,S
0,male,18.0,Teen,Mr,3,7.7958,"(-0.001, 7.91]",0,0,1,S
1,female,15.0,Teen,Miss,1,211.3375,"(31.0, 512.329]",0,1,2,S
1,male,31.0,Adult,Mr,1,57.0,"(31.0, 512.329]",1,0,2,S
1,female,4.0,Child,Miss,3,13.4167,"(7.91, 14.454]",0,1,2,C
1,male,24.0,Adult,Mr,3,56.4958,"(31.0, 512.329]",0,0,1,S
0,male,25.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
0,male,60.0,Middle,Rare,1,26.55,"(14.454, 31.0]",0,0,1,S
0,male,52.0,Middle,Mr,2,13.5,"(7.91, 14.454]",0,0,1,S
0,male,44.0,Middle,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,24.0,Adult,Miss,3,7.7333,"(-0.001, 7.91]",0,0,1,Q
0,male,49.0,Middle,Mr,1,110.8833,"(31.0, 512.329]",1,1,3,C
0,male,42.0,Middle,Mr,3,7.65,"(-0.001, 7.91]",0,0,1,S
1,female,18.0,Teen,Mrs,1,227.525,"(31.0, 512.329]",1,0,2,C
1,male,35.0,Adult,Mr,1,26.2875,"(14.454, 31.0]",0,0,1,S
0,female,18.0,Teen,Miss,3,14.4542,"(7.91, 14.454]",0,1,2,C
0,male,25.0,Adult,Mr,3,7.7417,"(-0.001, 7.91]",0,0,1,Q
0,male,26.0,Adult,Mr,3,7.8542,"(-0.001, 7.91]",1,0,2,S
0,male,39.0,Adult,Mr,2,26.0,"(14.454, 31.0]",0,0,1,S
1,female,45.0,Middle,Mrs,2,13.5,"(7.91, 14.454]",0,0,1,S
1,male,42.0,Middle,Mr,1,26.2875,"(14.454, 31.0]",0,0,1,S
1,female,22.0,Adult,Miss,1,151.55,"(31.0, 512.329]",0,0,1,S
1,male,24.0,Adult,Master,3,15.2458,"(14.454, 31.0]",1,1,3,C
1,female,24.0,Adult,Miss,1,49.5042,"(31.0, 512.329]",0,0,1,C
0,male,37.0,Adult,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
1,male,48.0,Middle,Mr,1,52.0,"(31.0, 512.329]",1,0,2,S
0,male,29.0,Adult,Mr,3,9.4833,"(7.91, 14.454]",0,0,1,S
0,male,52.0,Middle,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,19.0,Teen,Mr,3,7.65,"(-0.001, 7.91]",0,0,1,S
1,female,38.0,Adult,Miss,1,227.525,"(31.0, 512.329]",0,0,1,C
1,female,27.0,Adult,Miss,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,15.5,"(14.454, 31.0]",0,0,1,Q
0,male,33.0,Adult,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
1,female,6.0,Child,Miss,2,33.0,"(31.0, 512.329]",0,1,2,S
0,male,17.0,Teen,Mr,3,7.0542,"(-0.001, 7.91]",1,0,2,S
0,male,34.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,50.0,Middle,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
1,male,27.0,Adult,Mr,1,53.1,"(31.0, 512.329]",1,0,2,S
0,male,20.0,Teen,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
1,female,30.0,Adult,Mrs,2,21.0,"(14.454, 31.0]",3,0,4,S
1,female,24.0,Adult,Miss,3,7.7375,"(-0.001, 7.91]",0,0,1,Q
0,male,25.0,Adult,Mr,2,26.0,"(14.454, 31.0]",1,0,2,S
0,female,25.0,Adult,Miss,3,7.925,"(7.91, 14.454]",1,0,2,S
1,female,29.0,Adult,Miss,1,211.3375,"(31.0, 512.329]",0,0,1,S
0,male,11.0,Child,Mr,3,18.7875,"(14.454, 31.0]",0,0,1,C
0,male,29.0,Adult,Mr,2,0.0,"(-0.001, 7.91]",0,0,1,S
0,male,23.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,23.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,28.5,Adult,Mr,3,16.1,"(14.454, 31.0]",0,0,1,S
0,female,48.0,Middle,Mrs,3,34.375,"(31.0, 512.329]",1,3,5,S
1,male,35.0,Adult,Mr,1,512.3292,"(31.0, 512.329]",0,0,1,C
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,male,37.0,Adult,Mr,1,30.0,"(14.454, 31.0]",0,0,1,S
0,male,36.0,Adult,Mr,1,78.85,"(31.0, 512.329]",1,0,2,S
1,female,21.0,Adult,Miss,1,262.375,"(31.0, 512.329]",2,2,5,C
0,male,24.0,Adult,Mr,3,16.1,"(14.454, 31.0]",1,0,2,S
1,male,31.0,Adult,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,70.0,Senior,Rare,1,71.0,"(31.0, 512.329]",1,1,3,S
0,male,16.0,Teen,Mr,3,20.25,"(14.454, 31.0]",1,1,3,S
1,female,30.0,Adult,Miss,2,13.0,"(7.91, 14.454]",0,0,1,S
0,male,19.0,Teen,Mr,1,53.1,"(31.0, 512.329]",1,0,2,S
0,male,31.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,female,4.0,Child,Miss,2,23.0,"(14.454, 31.0]",1,1,3,S
1,male,6.0,Child,Master,3,12.475,"(7.91, 14.454]",0,1,2,S
0,male,33.0,Adult,Mr,3,9.5,"(7.91, 14.454]",0,0,1,S
0,male,23.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,female,48.0,Middle,Mrs,2,65.0,"(31.0, 512.329]",1,2,4,S
1,male,0.67,Child,Master,2,14.5,"(14.454, 31.0]",1,1,3,S
0,male,28.0,Adult,Mr,3,7.7958,"(-0.001, 7.91]",0,0,1,S
0,male,18.0,Teen,Mr,2,11.5,"(7.91, 14.454]",0,0,1,S
0,male,34.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,female,33.0,Adult,Rare,1,86.5,"(31.0, 512.329]",0,0,1,S
0,male,24.0,Adult,Mr,3,14.5,"(14.454, 31.0]",0,0,1,S
0,male,41.0,Middle,Mr,3,7.125,"(-0.001, 7.91]",0,0,1,S
1,male,20.0,Teen,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
1,female,36.0,Adult,Mrs,1,120.0,"(31.0, 512.329]",1,2,4,S
0,male,16.0,Teen,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
1,female,51.0,Middle,Mrs,1,77.9583,"(31.0, 512.329]",1,0,2,S
0,male,37.0,Adult,Rare,1,39.6,"(31.0, 512.329]",0,0,1,C
0,female,30.5,Adult,Miss,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,24.0,Adult,Mr,3,24.15,"(14.454, 31.0]",1,0,2,Q
0,male,32.0,Adult,Mr,3,8.3625,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,9.5,"(7.91, 14.454]",0,0,1,S
0,male,48.0,Middle,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
0,female,57.0,Middle,Mrs,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.225,"(-0.001, 7.91]",0,0,1,C
1,female,54.0,Middle,Mrs,2,23.0,"(14.454, 31.0]",1,3,5,S
0,male,18.0,Teen,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,female,5.0,Child,Miss,3,12.475,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.7375,"(-0.001, 7.91]",0,0,1,Q
1,female,43.0,Middle,Mrs,1,211.3375,"(31.0, 512.329]",0,1,2,S
1,female,13.0,Teen,Miss,3,7.2292,"(-0.001, 7.91]",0,0,1,C
1,female,17.0,Teen,Mrs,1,57.0,"(31.0, 512.329]",1,0,2,S
0,male,29.0,Adult,Mr,1,30.0,"(14.454, 31.0]",0,0,1,S
0,male,24.0,Adult,Mr,3,23.45,"(14.454, 31.0]",1,2,4,S
0,male,25.0,Adult,Mr,3,7.05,"(-0.001, 7.91]",0,0,1,S
0,male,25.0,Adult,Mr,3,7.25,"(-0.001, 7.91]",0,0,1,S
1,female,18.0,Teen,Miss,3,7.4958,"(-0.001, 7.91]",0,0,1,S
0,male,8.0,Child,Master,3,29.125,"(14.454, 31.0]",4,1,6,Q
1,male,1.0,Child,Master,3,20.575,"(14.454, 31.0]",1,2,4,S
0,male,46.0,Middle,Mr,1,79.2,"(31.0, 512.329]",0,0,1,C
0,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
0,male,16.0,Teen,Mr,2,26.0,"(14.454, 31.0]",0,0,1,S
0,female,24.0,Adult,Miss,3,69.55,"(31.0, 512.329]",8,2,11,S
0,male,37.0,Adult,Mr,1,30.6958,"(14.454, 31.0]",0,0,1,C
0,male,25.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,39.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,49.0,Middle,Rare,1,25.9292,"(14.454, 31.0]",0,0,1,S
1,female,31.0,Adult,Mrs,3,8.6833,"(7.91, 14.454]",0,0,1,S
0,male,30.0,Adult,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
0,female,30.0,Adult,Mrs,3,24.15,"(14.454, 31.0]",1,1,3,S
0,male,34.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,31.0,Adult,Mrs,2,26.25,"(14.454, 31.0]",1,1,3,S
1,male,11.0,Child,Master,1,120.0,"(31.0, 512.329]",1,2,4,S
1,male,0.42,Child,Master,3,8.5167,"(7.91, 14.454]",0,1,2,C
1,male,27.0,Adult,Mr,3,6.975,"(-0.001, 7.91]",0,0,1,S
0,male,31.0,Adult,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,male,39.0,Adult,Mr,1,0.0,"(-0.001, 7.91]",0,0,1,S
0,female,18.0,Teen,Miss,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,male,39.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,33.0,Adult,Mrs,1,53.1,"(31.0, 512.329]",1,0,2,S
0,male,26.0,Adult,Mr,3,7.8875,"(-0.001, 7.91]",0,0,1,S
0,male,39.0,Adult,Mr,3,24.15,"(14.454, 31.0]",0,0,1,S
0,male,35.0,Adult,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
0,female,6.0,Child,Miss,3,31.275,"(31.0, 512.329]",4,2,7,S
0,male,30.5,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
0,male,37.0,Adult,Mr,1,0.0,"(-0.001, 7.91]",0,0,1,S
0,female,23.0,Adult,Miss,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,31.0,Adult,Mr,2,37.0042,"(31.0, 512.329]",1,1,3,C
0,male,43.0,Middle,Mr,3,6.45,"(-0.001, 7.91]",0,0,1,S
0,male,10.0,Child,Master,3,27.9,"(14.454, 31.0]",3,2,6,S
1,female,52.0,Middle,Mrs,1,93.5,"(31.0, 512.329]",1,1,3,S
1,male,27.0,Adult,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
0,male,38.0,Adult,Rare,1,0.0,"(-0.001, 7.91]",0,0,1,S
1,female,27.0,Adult,Mrs,3,12.475,"(7.91, 14.454]",0,1,2,S
0,male,2.0,Child,Master,3,39.6875,"(31.0, 512.329]",4,1,6,S
0,male,24.0,Adult,Mr,3,6.95,"(-0.001, 7.91]",0,0,1,Q
0,male,24.0,Adult,Mr,3,56.4958,"(31.0, 512.329]",0,0,1,S
1,male,1.0,Child,Master,2,37.0042,"(31.0, 512.329]",0,2,3,C
1,male,24.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
1,female,62.0,Senior,Mrs,1,80.0,"(31.0, 512.329]",0,0,1,S
1,female,15.0,Teen,Mrs,3,14.4542,"(7.91, 14.454]",1,0,2,C
1,male,0.83,Child,Master,2,18.75,"(14.454, 31.0]",1,1,3,S
0,male,24.0,Adult,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
0,male,23.0,Adult,Mr,3,7.8542,"(-0.001, 7.91]",0,0,1,S
0,male,18.0,Teen,Mr,3,8.3,"(7.91, 14.454]",0,0,1,S
1,female,39.0,Adult,Miss,1,83.1583,"(31.0, 512.329]",1,1,3,C
0,male,21.0,Adult,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
0,male,24.0,Adult,Mr,3,8.05,"(7.91, 14.454]",0,0,1,S
1,male,32.0,Adult,Mr,3,56.4958,"(31.0, 512.329]",0,0,1,S
1,male,37.0,Adult,Mr,1,29.7,"(14.454, 31.0]",0,0,1,C
0,male,20.0,Teen,Mr,3,7.925,"(7.91, 14.454]",0,0,1,S
0,male,16.0,Teen,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
1,female,30.0,Adult,Miss,1,31.0,"(14.454, 31.0]",0,0,1,C
0,male,34.5,Adult,Mr,3,6.4375,"(-0.001, 7.91]",0,0,1,C
0,male,17.0,Teen,Mr,3,8.6625,"(7.91, 14.454]",0,0,1,S
0,male,42.0,Middle,Mr,3,7.55,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,69.55,"(31.0, 512.329]",8,2,11,S
0,male,35.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,C
0,male,28.0,Adult,Rare,2,33.0,"(31.0, 512.329]",0,1,2,S
1,female,37.0,Adult,Mrs,1,89.1042,"(31.0, 512.329]",1,0,2,C
0,male,4.0,Child,Master,3,31.275,"(31.0, 512.329]",4,2,7,S
0,male,74.0,Senior,Mr,3,7.775,"(-0.001, 7.91]",0,0,1,S
0,female,9.0,Child,Miss,3,15.2458,"(14.454, 31.0]",1,1,3,C
1,female,16.0,Teen,Miss,1,39.4,"(31.0, 512.329]",0,1,2,S
0,female,44.0,Middle,Mrs,2,26.0,"(14.454, 31.0]",1,0,2,S
1,female,18.0,Teen,Mrs,3,9.35,"(7.91, 14.454]",0,1,2,S
1,female,45.0,Middle,Mrs,1,164.8667,"(31.0, 512.329]",1,1,3,S
1,male,51.0,Middle,Mr,1,26.55,"(14.454, 31.0]",0,0,1,S
1,female,24.0,Adult,Mrs,3,19.2583,"(14.454, 31.0]",0,3,4,C
0,male,24.0,Adult,Mr,3,7.2292,"(-0.001, 7.91]",0,0,1,C
0,male,41.0,Middle,Mr,3,14.1083,"(7.91, 14.454]",2,0,3,S
0,male,21.0,Adult,Mr,2,11.5,"(7.91, 14.454]",1,0,2,S
1,female,48.0,Middle,Mrs,1,25.9292,"(14.454, 31.0]",0,0,1,S
0,female,24.0,Adult,Miss,3,69.55,"(31.0, 512.329]",8,2,11,S
0,male,24.0,Adult,Mr,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,42.0,Middle,Mrs,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,27.0,Adult,Miss,2,13.8583,"(7.91, 14.454]",1,0,2,C
0,male,31.0,Adult,Mr,1,50.4958,"(31.0, 512.329]",0,0,1,S
0,male,24.0,Adult,Mr,3,9.5,"(7.91, 14.454]",0,0,1,S
1,male,4.0,Child,Master,3,11.1333,"(7.91, 14.454]",1,1,3,S
0,male,26.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,female,47.0,Middle,Mrs,1,52.5542,"(31.0, 512.329]",1,1,3,S
0,male,33.0,Adult,Mr,1,5.0,"(-0.001, 7.91]",0,0,1,S
0,male,47.0,Middle,Mr,3,9.0,"(7.91, 14.454]",0,0,1,S
1,female,28.0,Adult,Mrs,2,24.0,"(14.454, 31.0]",1,0,2,C
1,female,15.0,Teen,Miss,3,7.225,"(-0.001, 7.91]",0,0,1,C
0,male,20.0,Teen,Mr,3,9.8458,"(7.91, 14.454]",0,0,1,S
0,male,19.0,Teen,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,male,24.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
1,female,56.0,Middle,Mrs,1,83.1583,"(31.0, 512.329]",0,1,2,C
1,female,25.0,Adult,Mrs,2,26.0,"(14.454, 31.0]",0,1,2,S
0,male,33.0,Adult,Mr,3,7.8958,"(-0.001, 7.91]",0,0,1,S
0,female,22.0,Adult,Miss,3,10.5167,"(7.91, 14.454]",0,0,1,S
0,male,28.0,Adult,Mr,2,10.5,"(7.91, 14.454]",0,0,1,S
0,male,25.0,Adult,Mr,3,7.05,"(-0.001, 7.91]",0,0,1,S
0,female,39.0,Adult,Mrs,3,29.125,"(14.454, 31.0]",0,5,6,Q
0,male,27.0,Adult,Rare,2,13.0,"(7.91, 14.454]",0,0,1,S
1,female,19.0,Teen,Miss,1,30.0,"(14.454, 31.0]",0,0,1,S
0,female,24.0,Adult,Miss,3,23.45,"(14.454, 31.0]",1,2,4,S
1,male,26.0,Adult,Mr,1,30.0,"(14.454, 31.0]",0,0,1,C
0,male,32.0,Adult,Mr,3,7.75,"(-0.001, 7.91]",0,0,1,Q
